ID,回,年,月,日,水路,タイプ,レース番号,競技名,競技性別,リレー年齢区分,リレー実年齢合計,リレータイム,リレー大会新差,リレー泳順,個人年齢区分,順位,選手名,性別,チーム名,個人タイム,個人大会新差,飛込タイム,LAPタイム,個人得点,チーム得点,申請タイム,ぴったり賞,大会新,大会記録,日本記録,世界記録,レーン
1,74,2023,5,14,短水路,個人,1,100m個人メドレー,女子,,,,,,75～79歳,1,竹原君枝,女子,セ・慶應日吉,2:02.82,,,"28.38,1:00.25,1:36.31",,,,,,1:50.59,1:31.38,1:27.96,1/4
2,74,2023,5,14,短水路,個人,1,100m個人メドレー,女子,,,,,,75～79歳,2,岡田まり子,女子,CS南行徳,2:05.78,,,"27.44,1:00.10,1:34.15",,,,,,1:50.59,1:31.38,1:27.96,1/5
3,74,2023,5,14,短水路,個人,1,100m個人メドレー,女子,,,,,,75～79歳,3,仲岡輝,女子,セ・我孫子,2:10.35,,,"28.77,1:00.81,1:38.31",,,,,,1:50.59,1:31.38,1:27.96,1/2
4,74,2023,5,14,短水路,個人,1,100m個人メドレー,女子,,,,,,75～79歳,4,大手佳江,女子,セ・南千住,2:11.80,,,"30.13,1:04.89,1:40.26",,,,,,1:50.59,1:31.38,1:27.96,1/3
5,74,2023,5,14,短水路,個人,1,100m個人メドレー,女子,,,,,,75～79歳,5,小野洋子,女子,セ・我孫子,2:18.33,,,"27.16,1:02.81,1:47.25",,,,,,1:50.59,1:31.38,1:27.96,1/1
6,74,2023,5,14,短水路,個人,1,100m個人メドレー,女子,,,,,,75～79歳,6,原田早苗,女子,セ・南千住,2:22.91,,,"35.58,1:10.74,1:50.66",,,,,,1:50.59,1:31.38,1:27.96,1/7
7,74,2023,5,14,短水路,個人,1,100m個人メドレー,女子,,,,,,75～79歳,7,久保美紀枝,女子,セ・流山,2:24.18,,,"34.20,1:09.89,1:50.84",,,,,,1:50.59,1:31.38,1:27.96,1/6
8,74,2023,5,14,短水路,個人,1,100m個人メドレー,女子,,,,,,70～74歳,1,中平信子,女子,セ・成瀬,1:43.25,,,"22.18,48.48,1:19.72",,,,,,1:40.10,1:24.88,1:19.52,2/4
9,74,2023,5,14,短水路,個人,1,100m個人メドレー,女子,,,,,,70～74歳,2,山地多佳子,女子,セ・おおたか,1:55.38,,,"24.70,53.58,1:28.98",,,,,,1:40.10,1:24.88,1:19.52,2/5
10,74,2023,5,14,短水路,個人,1,100m個人メドレー,女子,,,,,,70～74歳,3,川上涼子,女子,セ・蘇我,1:57.30,,,"27.57,56.73,1:30.37",,,,,,1:40.10,1:24.88,1:19.52,3/7
11,74,2023,5,14,短水路,個人,1,100m個人メドレー,女子,,,,,,70～74歳,4,秋谷啓子,女子,セ・流山,1:57.40,,,"26.31,54.51,1:28.08",,,,,,1:40.10,1:24.88,1:19.52,2/7
12,74,2023,5,14,短水路,個人,1,100m個人メドレー,女子,,,,,,70～74歳,5,沢田裕子,女子,セ・ときわ台,2:01.38,,,"27.09,1:00.65,1:34.20",,,,,,1:40.10,1:24.88,1:19.52,2/8
